"OID","HOSPCODE","TBLNAME","YEARMONTH","TOTAL","DATEUPDATE"
"2309","09347","PERSON","201406","17495","17/7/2014 19:21:59"
"2310","09348","PERSON","201406","12437","17/7/2014 19:21:59"
"2311","09349","PERSON","201406","7339","17/7/2014 19:21:59"
"2312","09350","PERSON","201406","18015","17/7/2014 19:21:59"
"2313","09351","PERSON","201406","10671","17/7/2014 19:21:59"
"2314","09352","PERSON","201406","12357","17/7/2014 19:21:59"
"2315","09353","PERSON","201406","6553","17/7/2014 19:21:59"
"2316","09354","PERSON","201406","9779","17/7/2014 19:21:59"
"2317","09355","PERSON","201406","16249","17/7/2014 19:21:59"
"2318","09356","PERSON","201406","8047","17/7/2014 19:21:59"
"2319","09357","PERSON","201406","8865","17/7/2014 19:21:59"
"2320","09358","PERSON","201406","15074","17/7/2014 19:21:59"
"2321","09359","PERSON","201406","9670","17/7/2014 19:21:59"
"2322","09360","PERSON","201406","13523","17/7/2014 19:21:59"
"2323","09361","PERSON","201406","12438","17/7/2014 19:21:59"
"2324","09362","PERSON","201406","6382","17/7/2014 19:21:59"
"2325","09363","PERSON","201406","7206","17/7/2014 19:21:59"
"2326","09364","PERSON","201406","5752","17/7/2014 19:21:59"
"2327","09365","PERSON","201406","8833","17/7/2014 19:21:59"
"2328","09366","PERSON","201406","10749","17/7/2014 19:21:59"
"2329","09367","PERSON","201406","5392","17/7/2014 19:21:59"
"2330","09368","PERSON","201406","7222","17/7/2014 19:21:59"
"2331","09369","PERSON","201406","4717","17/7/2014 19:21:59"
"2332","09370","PERSON","201406","8581","17/7/2014 19:21:59"
"2333","09371","PERSON","201406","11938","17/7/2014 19:21:59"
"2334","09372","PERSON","201406","6674","17/7/2014 19:21:59"
"2335","09373","PERSON","201406","11651","17/7/2014 19:21:59"
"2336","09374","PERSON","201406","10793","17/7/2014 19:21:59"
"2337","09375","PERSON","201406","11600","17/7/2014 19:21:59"
"2338","09376","PERSON","201406","9141","17/7/2014 19:21:59"
"2339","09377","PERSON","201406","6651","17/7/2014 19:21:59"
"2340","09378","PERSON","201406","4674","17/7/2014 19:21:59"
"2341","09379","PERSON","201406","6743","17/7/2014 19:21:59"
"2342","09380","PERSON","201406","14447","17/7/2014 19:21:59"
"2343","09381","PERSON","201406","2939","17/7/2014 19:21:59"
"2344","09382","PERSON","201406","14205","17/7/2014 19:21:59"
"2345","09383","PERSON","201406","11673","17/7/2014 19:21:59"
"2346","09384","PERSON","201406","4248","17/7/2014 19:21:59"
"2347","09385","PERSON","201406","11047","17/7/2014 19:21:59"
"2348","09386","PERSON","201406","4891","17/7/2014 19:21:59"
"2349","09387","PERSON","201406","3623","17/7/2014 19:21:59"
"2350","09388","PERSON","201406","3279","17/7/2014 19:21:59"
"2351","09389","PERSON","201406","5579","17/7/2014 19:21:59"
"2352","09391","PERSON","201406","10772","17/7/2014 19:21:59"
"2353","09392","PERSON","201406","3881","17/7/2014 19:21:59"
"2354","09393","PERSON","201406","5008","17/7/2014 19:21:59"
"2355","09394","PERSON","201406","5217","17/7/2014 19:21:59"
"2356","09395","PERSON","201406","12990","17/7/2014 19:21:59"
"2357","09396","PERSON","201406","9294","17/7/2014 19:21:59"
"2358","09397","PERSON","201406","3206","17/7/2014 19:21:59"
"2359","09398","PERSON","201406","7882","17/7/2014 19:21:59"
"2360","09399","PERSON","201406","7645","17/7/2014 19:21:59"
"2361","09400","PERSON","201406","3373","17/7/2014 19:21:59"
"2362","09401","PERSON","201406","7084","17/7/2014 19:21:59"
"2363","09402","PERSON","201406","4239","17/7/2014 19:21:59"
"2364","09403","PERSON","201406","5517","17/7/2014 19:21:59"
"2365","09404","PERSON","201406","9177","17/7/2014 19:21:59"
"2366","09405","PERSON","201406","8433","17/7/2014 19:21:59"
"2367","09406","PERSON","201406","11267","17/7/2014 19:21:59"
"2368","09407","PERSON","201406","11706","17/7/2014 19:21:59"
"2369","09408","PERSON","201406","5274","17/7/2014 19:21:59"
"2370","09409","PERSON","201406","6367","17/7/2014 19:21:59"
"2371","09410","PERSON","201406","6599","17/7/2014 19:21:59"
"2372","09411","PERSON","201406","8924","17/7/2014 19:21:59"
"2373","09412","PERSON","201406","6264","17/7/2014 19:21:59"
"2374","09413","PERSON","201406","7119","17/7/2014 19:21:59"
"2375","09414","PERSON","201406","5386","17/7/2014 19:21:59"
"2376","09415","PERSON","201406","13368","17/7/2014 19:21:59"
"2377","09416","PERSON","201406","4247","17/7/2014 19:21:59"
"2378","09417","PERSON","201406","6594","17/7/2014 19:21:59"
"2379","09418","PERSON","201406","8755","17/7/2014 19:21:59"
"2380","09419","PERSON","201406","3699","17/7/2014 19:21:59"
"2381","09420","PERSON","201406","9839","17/7/2014 19:21:59"
"2382","09421","PERSON","201406","11153","17/7/2014 19:21:59"
"2383","09422","PERSON","201406","7396","17/7/2014 19:21:59"
"2384","09423","PERSON","201406","7180","17/7/2014 19:21:59"
"2385","09424","PERSON","201406","7738","17/7/2014 19:21:59"
"2386","09425","PERSON","201406","6936","17/7/2014 19:21:59"
"2387","09426","PERSON","201406","9012","17/7/2014 19:21:59"
"2388","09427","PERSON","201406","18702","17/7/2014 19:21:59"
"2389","09428","PERSON","201406","13743","17/7/2014 19:21:59"
"2390","09429","PERSON","201406","6324","17/7/2014 19:21:59"
"2391","09430","PERSON","201406","4959","17/7/2014 19:21:59"
"2392","09431","PERSON","201406","12643","17/7/2014 19:21:59"
"2393","09432","PERSON","201406","5398","17/7/2014 19:21:59"
"2394","09433","PERSON","201406","5032","17/7/2014 19:21:59"
"2395","09434","PERSON","201406","13492","17/7/2014 19:21:59"
"2396","10744","PERSON","201406","137085","17/7/2014 19:21:59"
"2397","11375","PERSON","201406","76284","17/7/2014 19:21:59"
"2398","11376","PERSON","201406","147257","17/7/2014 19:21:59"
"2399","11377","PERSON","201406","87622","17/7/2014 19:21:59"
"2400","11378","PERSON","201406","75669","17/7/2014 19:21:59"
"2401","11379","PERSON","201406","184185","17/7/2014 19:21:59"
"2402","11380","PERSON","201406","51474","17/7/2014 19:21:59"
"2403","11381","PERSON","201406","92309","17/7/2014 19:21:59"
"2404","11382","PERSON","201406","31637","17/7/2014 19:21:59"
"2405","11383","PERSON","201406","94171","17/7/2014 19:21:59"
"2406","11385","PERSON","201406","43001","17/7/2014 19:21:59"
"2407","14091","PERSON","201406","4462","17/7/2014 19:21:59"
"2408","14092","PERSON","201406","3696","17/7/2014 19:21:59"
"2409","14093","PERSON","201406","5517","17/7/2014 19:21:59"
"2410","14094","PERSON","201406","3836","17/7/2014 19:21:59"
"2411","14452","PERSON","201406","19294","17/7/2014 19:21:59"
"2412","14913","PERSON","201406","3963","17/7/2014 19:21:59"
"2413","14914","PERSON","201406","4770","17/7/2014 19:21:59"
"2414","15046","PERSON","201406","20460","17/7/2014 19:21:59"
"2415","15113","PERSON","201406","34789","17/7/2014 19:21:59"
"2416","24052","PERSON","201406","11858","17/7/2014 19:21:59"
"2417","24629","PERSON","201406","14773","17/7/2014 19:21:59"
"2418","77765","PERSON","201406","30898","17/7/2014 19:21:59"
"2436","09347","ADDRESS","201406","8021","17/7/2014 19:22:09"
"2437","09348","ADDRESS","201406","5683","17/7/2014 19:22:09"
"2438","09349","ADDRESS","201406","3352","17/7/2014 19:22:09"
"2439","09350","ADDRESS","201406","336","17/7/2014 19:22:09"
"2440","09351","ADDRESS","201406","4270","17/7/2014 19:22:09"
"2441","09352","ADDRESS","201406","6200","17/7/2014 19:22:09"
"2442","09353","ADDRESS","201406","3224","17/7/2014 19:22:09"
"2443","09354","ADDRESS","201406","4290","17/7/2014 19:22:09"
"2444","09355","ADDRESS","201406","12715","17/7/2014 19:22:09"
"2445","09356","ADDRESS","201406","4470","17/7/2014 19:22:09"
"2446","09357","ADDRESS","201406","4651","17/7/2014 19:22:09"
"2447","09358","ADDRESS","201406","6945","17/7/2014 19:22:09"
"2448","09359","ADDRESS","201406","5153","17/7/2014 19:22:09"
"2449","09360","ADDRESS","201406","5608","17/7/2014 19:22:09"
"2450","09361","ADDRESS","201406","8592","17/7/2014 19:22:09"
"2451","09362","ADDRESS","201406","4205","17/7/2014 19:22:09"
"2452","09363","ADDRESS","201406","2996","17/7/2014 19:22:09"
"2453","09364","ADDRESS","201406","462","17/7/2014 19:22:09"
"2454","09365","ADDRESS","201406","3559","17/7/2014 19:22:09"
"2455","09366","ADDRESS","201406","4648","17/7/2014 19:22:09"
"2456","09367","ADDRESS","201406","3497","17/7/2014 19:22:09"
"2457","09368","ADDRESS","201406","5214","17/7/2014 19:22:09"
"2458","09369","ADDRESS","201406","1217","17/7/2014 19:22:09"
"2459","09370","ADDRESS","201406","3088","17/7/2014 19:22:09"
"2460","09371","ADDRESS","201406","5827","17/7/2014 19:22:09"
"2461","09372","ADDRESS","201406","3767","17/7/2014 19:22:09"
"2462","09373","ADDRESS","201406","4291","17/7/2014 19:22:09"
"2463","09374","ADDRESS","201406","4691","17/7/2014 19:22:09"
"2464","09375","ADDRESS","201406","7018","17/7/2014 19:22:09"
"2465","09376","ADDRESS","201406","3151","17/7/2014 19:22:09"
"2466","09377","ADDRESS","201406","3472","17/7/2014 19:22:09"
"2467","09378","ADDRESS","201406","1000","17/7/2014 19:22:09"
"2468","09379","ADDRESS","201406","2912","17/7/2014 19:22:09"
"2469","09380","ADDRESS","201406","9138","17/7/2014 19:22:09"
"2470","09381","ADDRESS","201406","421","17/7/2014 19:22:09"
"2471","09382","ADDRESS","201406","6849","17/7/2014 19:22:09"
"2472","09383","ADDRESS","201406","4871","17/7/2014 19:22:09"
"2473","09384","ADDRESS","201406","1652","17/7/2014 19:22:09"
"2474","09385","ADDRESS","201406","20","17/7/2014 19:22:09"
"2475","09386","ADDRESS","201406","1561","17/7/2014 19:22:09"
"2476","09387","ADDRESS","201406","1839","17/7/2014 19:22:09"
"2477","09388","ADDRESS","201406","1370","17/7/2014 19:22:09"
"2478","09389","ADDRESS","201406","4561","17/7/2014 19:22:09"
"2479","09391","ADDRESS","201406","7244","17/7/2014 19:22:09"
"2480","09392","ADDRESS","201406","2434","17/7/2014 19:22:09"
"2481","09393","ADDRESS","201406","3556","17/7/2014 19:22:09"
"2482","09394","ADDRESS","201406","1535","17/7/2014 19:22:09"
"2483","09395","ADDRESS","201406","4739","17/7/2014 19:22:09"
"2484","09396","ADDRESS","201406","5500","17/7/2014 19:22:09"
"2485","09397","ADDRESS","201406","935","17/7/2014 19:22:09"
"2486","09398","ADDRESS","201406","4166","17/7/2014 19:22:09"
"2487","09399","ADDRESS","201406","2559","17/7/2014 19:22:09"
"2488","09400","ADDRESS","201406","671","17/7/2014 19:22:09"
"2489","09401","ADDRESS","201406","878","17/7/2014 19:22:09"
"2490","09402","ADDRESS","201406","1910","17/7/2014 19:22:09"
"2491","09403","ADDRESS","201406","1442","17/7/2014 19:22:09"
"2492","09404","ADDRESS","201406","5835","17/7/2014 19:22:09"
"2493","09405","ADDRESS","201406","2220","17/7/2014 19:22:09"
"2494","09406","ADDRESS","201406","6316","17/7/2014 19:22:09"
"2495","09407","ADDRESS","201406","6007","17/7/2014 19:22:09"
"2496","09408","ADDRESS","201406","2180","17/7/2014 19:22:09"
"2497","09409","ADDRESS","201406","3372","17/7/2014 19:22:09"
"2498","09410","ADDRESS","201406","2343","17/7/2014 19:22:09"
"2499","09411","ADDRESS","201406","3523","17/7/2014 19:22:09"
"2500","09412","ADDRESS","201406","1680","17/7/2014 19:22:09"
"2501","09413","ADDRESS","201406","3969","17/7/2014 19:22:09"
"2502","09414","ADDRESS","201406","1479","17/7/2014 19:22:09"
"2503","09415","ADDRESS","201406","9972","17/7/2014 19:22:09"
"2504","09416","ADDRESS","201406","1610","17/7/2014 19:22:09"
"2505","09417","ADDRESS","201406","1440","17/7/2014 19:22:09"
"2506","09418","ADDRESS","201406","4034","17/7/2014 19:22:09"
"2507","09419","ADDRESS","201406","2066","17/7/2014 19:22:09"
"2508","09420","ADDRESS","201406","2885","17/7/2014 19:22:09"
"2509","09421","ADDRESS","201406","6040","17/7/2014 19:22:09"
"2510","09422","ADDRESS","201406","4800","17/7/2014 19:22:09"
"2511","09423","ADDRESS","201406","3332","17/7/2014 19:22:09"
"2512","09424","ADDRESS","201406","3417","17/7/2014 19:22:09"
"2513","09425","ADDRESS","201406","3031","17/7/2014 19:22:09"
"2514","09426","ADDRESS","201406","2899","17/7/2014 19:22:09"
"2515","09427","ADDRESS","201406","10048","17/7/2014 19:22:09"
"2516","09428","ADDRESS","201406","3635","17/7/2014 19:22:09"
"2517","09429","ADDRESS","201406","3803","17/7/2014 19:22:09"
"2518","09430","ADDRESS","201406","3201","17/7/2014 19:22:09"
"2519","09431","ADDRESS","201406","8682","17/7/2014 19:22:09"
"2520","09432","ADDRESS","201406","2896","17/7/2014 19:22:09"
"2521","09433","ADDRESS","201406","2338","17/7/2014 19:22:09"
"2522","09434","ADDRESS","201406","7664","17/7/2014 19:22:09"
"2523","10744","ADDRESS","201406","131717","17/7/2014 19:22:09"
"2524","11375","ADDRESS","201406","36721","17/7/2014 19:22:09"
"2525","11376","ADDRESS","201406","104333","17/7/2014 19:22:09"
"2526","11377","ADDRESS","201406","18378","17/7/2014 19:22:09"
"2527","11378","ADDRESS","201406","2032","17/7/2014 19:22:09"
"2528","11379","ADDRESS","201406","154421","17/7/2014 19:22:09"
"2529","11380","ADDRESS","201406","42761","17/7/2014 19:22:09"
"2530","11381","ADDRESS","201406","58577","17/7/2014 19:22:09"
"2531","11382","ADDRESS","201406","7028","17/7/2014 19:22:09"
"2532","11383","ADDRESS","201406","45163","17/7/2014 19:22:09"
"2533","11385","ADDRESS","201406","26835","17/7/2014 19:22:09"
"2534","11525","ADDRESS","201406","23842","17/7/2014 19:22:09"
"2535","14091","ADDRESS","201406","2670","17/7/2014 19:22:09"
"2536","14092","ADDRESS","201406","2291","17/7/2014 19:22:09"
"2537","14093","ADDRESS","201406","3218","17/7/2014 19:22:09"
"2538","14094","ADDRESS","201406","1413","17/7/2014 19:22:09"
"2539","14452","ADDRESS","201406","3","17/7/2014 19:22:09"
"2540","14913","ADDRESS","201406","1184","17/7/2014 19:22:09"
"2541","14914","ADDRESS","201406","2289","17/7/2014 19:22:09"
"2542","15046","ADDRESS","201406","7655","17/7/2014 19:22:09"
"2543","15113","ADDRESS","201406","21043","17/7/2014 19:22:09"
"2544","24052","ADDRESS","201406","2906","17/7/2014 19:22:09"
"2563","09347","DEATH","201406","762","17/7/2014 19:22:11"
"2564","09348","DEATH","201406","408","17/7/2014 19:22:11"
"2565","09349","DEATH","201406","182","17/7/2014 19:22:11"
"2566","09350","DEATH","201406","462","17/7/2014 19:22:11"
"2567","09351","DEATH","201406","326","17/7/2014 19:22:11"
"2568","09352","DEATH","201406","380","17/7/2014 19:22:11"
"2569","09353","DEATH","201406","202","17/7/2014 19:22:11"
"2570","09354","DEATH","201406","292","17/7/2014 19:22:11"
"2571","09355","DEATH","201406","244","17/7/2014 19:22:11"
"2572","09356","DEATH","201406","195","17/7/2014 19:22:11"
"2573","09357","DEATH","201406","117","17/7/2014 19:22:11"
"2574","09358","DEATH","201406","281","17/7/2014 19:22:11"
"2575","09359","DEATH","201406","150","17/7/2014 19:22:11"
"2576","09360","DEATH","201406","188","17/7/2014 19:22:11"
"2577","09361","DEATH","201406","363","17/7/2014 19:22:11"
"2578","09362","DEATH","201406","149","17/7/2014 19:22:11"
"2579","09363","DEATH","201406","201","17/7/2014 19:22:11"
"2580","09364","DEATH","201406","251","17/7/2014 19:22:11"
"2581","09365","DEATH","201406","371","17/7/2014 19:22:11"
"2582","09366","DEATH","201406","506","17/7/2014 19:22:11"
"2583","09367","DEATH","201406","115","17/7/2014 19:22:11"
"2584","09368","DEATH","201406","251","17/7/2014 19:22:11"
"2585","09369","DEATH","201406","159","17/7/2014 19:22:11"
"2586","09370","DEATH","201406","469","17/7/2014 19:22:11"
"2587","09371","DEATH","201406","143","17/7/2014 19:22:11"
"2588","09372","DEATH","201406","107","17/7/2014 19:22:11"
"2589","09373","DEATH","201406","638","17/7/2014 19:22:11"
"2590","09374","DEATH","201406","539","17/7/2014 19:22:11"
"2591","09375","DEATH","201406","231","17/7/2014 19:22:11"
"2592","09376","DEATH","201406","266","17/7/2014 19:22:11"
"2593","09377","DEATH","201406","376","17/7/2014 19:22:11"
"2594","09378","DEATH","201406","230","17/7/2014 19:22:11"
"2595","09379","DEATH","201406","108","17/7/2014 19:22:11"
"2596","09380","DEATH","201406","358","17/7/2014 19:22:11"
"2597","09381","DEATH","201406","71","17/7/2014 19:22:11"
"2598","09382","DEATH","201406","428","17/7/2014 19:22:11"
"2599","09383","DEATH","201406","664","17/7/2014 19:22:11"
"2600","09384","DEATH","201406","224","17/7/2014 19:22:11"
"2601","09385","DEATH","201406","364","17/7/2014 19:22:11"
"2602","09386","DEATH","201406","190","17/7/2014 19:22:11"
"2603","09387","DEATH","201406","95","17/7/2014 19:22:11"
"2604","09388","DEATH","201406","106","17/7/2014 19:22:11"
"2605","09389","DEATH","201406","62","17/7/2014 19:22:11"
"2606","09391","DEATH","201406","109","17/7/2014 19:22:11"
"2607","09392","DEATH","201406","62","17/7/2014 19:22:11"
"2608","09393","DEATH","201406","127","17/7/2014 19:22:11"
"2609","09394","DEATH","201406","213","17/7/2014 19:22:11"
"2610","09395","DEATH","201406","699","17/7/2014 19:22:11"
"2611","09396","DEATH","201406","309","17/7/2014 19:22:11"
"2612","09397","DEATH","201406","94","17/7/2014 19:22:11"
"2613","09398","DEATH","201406","267","17/7/2014 19:22:11"
"2614","09399","DEATH","201406","351","17/7/2014 19:22:11"
"2615","09400","DEATH","201406","280","17/7/2014 19:22:11"
"2616","09401","DEATH","201406","502","17/7/2014 19:22:11"
"2617","09402","DEATH","201406","155","17/7/2014 19:22:11"
"2618","09403","DEATH","201406","404","17/7/2014 19:22:11"
"2619","09404","DEATH","201406","166","17/7/2014 19:22:11"
"2620","09405","DEATH","201406","294","17/7/2014 19:22:11"
"2621","09406","DEATH","201406","425","17/7/2014 19:22:11"
"2622","09407","DEATH","201406","518","17/7/2014 19:22:11"
"2623","09408","DEATH","201406","130","17/7/2014 19:22:11"
"2624","09409","DEATH","201406","140","17/7/2014 19:22:11"
"2625","09410","DEATH","201406","196","17/7/2014 19:22:11"
"2626","09411","DEATH","201406","229","17/7/2014 19:22:11"
"2627","09412","DEATH","201406","104","17/7/2014 19:22:11"
"2628","09413","DEATH","201406","203","17/7/2014 19:22:11"
"2629","09414","DEATH","201406","113","17/7/2014 19:22:11"
"2630","09415","DEATH","201406","103","17/7/2014 19:22:11"
"2631","09416","DEATH","201406","129","17/7/2014 19:22:11"
"2632","09417","DEATH","201406","74","17/7/2014 19:22:11"
"2633","09418","DEATH","201406","418","17/7/2014 19:22:11"
"2634","09419","DEATH","201406","161","17/7/2014 19:22:11"
"2635","09420","DEATH","201406","623","17/7/2014 19:22:11"
"2636","09421","DEATH","201406","310","17/7/2014 19:22:11"
"2637","09422","DEATH","201406","95","17/7/2014 19:22:11"
"2638","09423","DEATH","201406","170","17/7/2014 19:22:11"
"2639","09424","DEATH","201406","256","17/7/2014 19:22:11"
"2640","09425","DEATH","201406","75","17/7/2014 19:22:11"
"2641","09426","DEATH","201406","298","17/7/2014 19:22:11"
"2642","09427","DEATH","201406","262","17/7/2014 19:22:11"
"2643","09428","DEATH","201406","448","17/7/2014 19:22:11"
"2644","09429","DEATH","201406","132","17/7/2014 19:22:11"
"2645","09430","DEATH","201406","83","17/7/2014 19:22:11"
"2646","09431","DEATH","201406","213","17/7/2014 19:22:11"
"2647","09432","DEATH","201406","96","17/7/2014 19:22:11"
"2648","09433","DEATH","201406","147","17/7/2014 19:22:11"
"2649","09434","DEATH","201406","352","17/7/2014 19:22:11"
"2650","10744","DEATH","201406","4237","17/7/2014 19:22:11"
"2651","11375","DEATH","201406","590","17/7/2014 19:22:11"
"2652","11376","DEATH","201406","854","17/7/2014 19:22:11"
"2653","11377","DEATH","201406","145","17/7/2014 19:22:11"
"2654","11378","DEATH","201406","170","17/7/2014 19:22:11"
"2655","11379","DEATH","201406","1042","17/7/2014 19:22:11"
"2656","11380","DEATH","201406","85","17/7/2014 19:22:11"
"2657","11381","DEATH","201406","420","17/7/2014 19:22:11"
"2658","11382","DEATH","201406","114","17/7/2014 19:22:11"
"2659","11383","DEATH","201406","299","17/7/2014 19:22:11"
"2660","11385","DEATH","201406","131","17/7/2014 19:22:11"
"2661","11525","DEATH","201406","1","17/7/2014 19:22:11"
"2662","14091","DEATH","201406","55","17/7/2014 19:22:11"
"2663","14092","DEATH","201406","19","17/7/2014 19:22:11"
"2664","14093","DEATH","201406","53","17/7/2014 19:22:11"
"2665","14094","DEATH","201406","233","17/7/2014 19:22:11"
"2666","14452","DEATH","201406","27","17/7/2014 19:22:11"
"2667","14913","DEATH","201406","236","17/7/2014 19:22:11"
"2668","14914","DEATH","201406","148","17/7/2014 19:22:11"
"2669","15046","DEATH","201406","214","17/7/2014 19:22:11"
"2670","15113","DEATH","201406","250","17/7/2014 19:22:11"
"2671","24052","DEATH","201406","135","17/7/2014 19:22:11"
"2672","24629","DEATH","201406","373","17/7/2014 19:22:11"
"2673","77765","DEATH","201406","170","17/7/2014 19:22:11"
"2690","09347","CHRONIC","201406","1305","17/7/2014 19:22:11"
"2691","09348","CHRONIC","201406","1101","17/7/2014 19:22:11"
"2692","09349","CHRONIC","201406","438","17/7/2014 19:22:11"
"2693","09350","CHRONIC","201406","1137","17/7/2014 19:22:11"
"2694","09351","CHRONIC","201406","592","17/7/2014 19:22:11"
"2695","09352","CHRONIC","201406","760","17/7/2014 19:22:11"
"2696","09353","CHRONIC","201406","206","17/7/2014 19:22:11"
"2697","09354","CHRONIC","201406","651","17/7/2014 19:22:11"
"2698","09355","CHRONIC","201406","181","17/7/2014 19:22:11"
"2699","09356","CHRONIC","201406","398","17/7/2014 19:22:11"
"2700","09357","CHRONIC","201406","557","17/7/2014 19:22:11"
"2701","09358","CHRONIC","201406","644","17/7/2014 19:22:11"
"2702","09359","CHRONIC","201406","359","17/7/2014 19:22:11"
"2703","09360","CHRONIC","201406","910","17/7/2014 19:22:11"
"2704","09361","CHRONIC","201406","367","17/7/2014 19:22:11"
"2705","09362","CHRONIC","201406","189","17/7/2014 19:22:11"
"2706","09363","CHRONIC","201406","389","17/7/2014 19:22:11"
"2707","09364","CHRONIC","201406","416","17/7/2014 19:22:11"
"2708","09365","CHRONIC","201406","217","17/7/2014 19:22:11"
"2709","09366","CHRONIC","201406","574","17/7/2014 19:22:11"
"2710","09367","CHRONIC","201406","65","17/7/2014 19:22:11"
"2711","09368","CHRONIC","201406","386","17/7/2014 19:22:11"
"2712","09369","CHRONIC","201406","255","17/7/2014 19:22:11"
"2713","09370","CHRONIC","201406","595","17/7/2014 19:22:11"
"2714","09371","CHRONIC","201406","281","17/7/2014 19:22:11"
"2715","09372","CHRONIC","201406","215","17/7/2014 19:22:11"
"2716","09373","CHRONIC","201406","539","17/7/2014 19:22:11"
"2717","09374","CHRONIC","201406","1117","17/7/2014 19:22:11"
"2718","09375","CHRONIC","201406","378","17/7/2014 19:22:11"
"2719","09376","CHRONIC","201406","469","17/7/2014 19:22:11"
"2720","09377","CHRONIC","201406","283","17/7/2014 19:22:11"
"2721","09378","CHRONIC","201406","189","17/7/2014 19:22:11"
"2722","09379","CHRONIC","201406","219","17/7/2014 19:22:11"
"2723","09380","CHRONIC","201406","552","17/7/2014 19:22:11"
"2724","09381","CHRONIC","201406","111","17/7/2014 19:22:11"
"2725","09382","CHRONIC","201406","582","17/7/2014 19:22:11"
"2726","09383","CHRONIC","201406","734","17/7/2014 19:22:11"
"2727","09384","CHRONIC","201406","74","17/7/2014 19:22:11"
"2728","09385","CHRONIC","201406","380","17/7/2014 19:22:11"
"2729","09386","CHRONIC","201406","198","17/7/2014 19:22:11"
"2730","09387","CHRONIC","201406","258","17/7/2014 19:22:11"
"2731","09388","CHRONIC","201406","164","17/7/2014 19:22:11"
"2732","09389","CHRONIC","201406","137","17/7/2014 19:22:11"
"2733","09391","CHRONIC","201406","398","17/7/2014 19:22:11"
"2734","09392","CHRONIC","201406","50","17/7/2014 19:22:11"
"2735","09393","CHRONIC","201406","205","17/7/2014 19:22:11"
"2736","09394","CHRONIC","201406","299","17/7/2014 19:22:11"
"2737","09395","CHRONIC","201406","814","17/7/2014 19:22:11"
"2738","09396","CHRONIC","201406","768","17/7/2014 19:22:11"
"2739","09397","CHRONIC","201406","293","17/7/2014 19:22:11"
"2740","09398","CHRONIC","201406","652","17/7/2014 19:22:11"
"2741","09399","CHRONIC","201406","836","17/7/2014 19:22:11"
"2742","09400","CHRONIC","201406","361","17/7/2014 19:22:11"
"2743","09401","CHRONIC","201406","555","17/7/2014 19:22:11"
"2744","09402","CHRONIC","201406","287","17/7/2014 19:22:11"
"2745","09403","CHRONIC","201406","279","17/7/2014 19:22:11"
"2746","09404","CHRONIC","201406","377","17/7/2014 19:22:11"
"2747","09405","CHRONIC","201406","353","17/7/2014 19:22:11"
"2748","09406","CHRONIC","201406","428","17/7/2014 19:22:11"
"2749","09407","CHRONIC","201406","684","17/7/2014 19:22:11"
"2750","09408","CHRONIC","201406","364","17/7/2014 19:22:11"
"2751","09409","CHRONIC","201406","376","17/7/2014 19:22:11"
"2752","09410","CHRONIC","201406","519","17/7/2014 19:22:11"
"2753","09411","CHRONIC","201406","370","17/7/2014 19:22:11"
"2754","09412","CHRONIC","201406","472","17/7/2014 19:22:11"
"2755","09413","CHRONIC","201406","268","17/7/2014 19:22:11"
"2756","09414","CHRONIC","201406","214","17/7/2014 19:22:11"
"2757","09415","CHRONIC","201406","359","17/7/2014 19:22:11"
"2758","09416","CHRONIC","201406","121","17/7/2014 19:22:11"
"2759","09417","CHRONIC","201406","273","17/7/2014 19:22:11"
"2760","09418","CHRONIC","201406","920","17/7/2014 19:22:11"
"2761","09419","CHRONIC","201406","175","17/7/2014 19:22:11"
"2762","09420","CHRONIC","201406","678","17/7/2014 19:22:11"
"2763","09421","CHRONIC","201406","378","17/7/2014 19:22:11"
"2764","09422","CHRONIC","201406","166","17/7/2014 19:22:11"
"2765","09423","CHRONIC","201406","367","17/7/2014 19:22:11"
"2766","09424","CHRONIC","201406","313","17/7/2014 19:22:11"
"2767","09425","CHRONIC","201406","290","17/7/2014 19:22:11"
"2768","09426","CHRONIC","201406","351","17/7/2014 19:22:11"
"2769","09427","CHRONIC","201406","557","17/7/2014 19:22:11"
"2770","09428","CHRONIC","201406","702","17/7/2014 19:22:11"
"2771","09429","CHRONIC","201406","391","17/7/2014 19:22:11"
"2772","09430","CHRONIC","201406","218","17/7/2014 19:22:11"
"2773","09431","CHRONIC","201406","698","17/7/2014 19:22:11"
"2774","09432","CHRONIC","201406","180","17/7/2014 19:22:11"
"2775","09433","CHRONIC","201406","337","17/7/2014 19:22:11"
"2776","09434","CHRONIC","201406","427","17/7/2014 19:22:11"
"2777","14091","CHRONIC","201406","21","17/7/2014 19:22:11"
"2778","14092","CHRONIC","201406","36","17/7/2014 19:22:11"
"2779","14093","CHRONIC","201406","212","17/7/2014 19:22:11"
"2780","14094","CHRONIC","201406","348","17/7/2014 19:22:11"
"2781","14452","CHRONIC","201406","1291","17/7/2014 19:22:11"
"2782","14913","CHRONIC","201406","102","17/7/2014 19:22:11"
"2783","14914","CHRONIC","201406","172","17/7/2014 19:22:11"
"2784","15046","CHRONIC","201406","802","17/7/2014 19:22:11"
"2785","15113","CHRONIC","201406","1154","17/7/2014 19:22:11"
"2786","24052","CHRONIC","201406","332","17/7/2014 19:22:11"
"2787","24629","CHRONIC","201406","542","17/7/2014 19:22:11"
"2788","77765","CHRONIC","201406","690","17/7/2014 19:22:11"
